store_id,store_name,restaurant_type,city
q732,Moni'S Dine,Curry,Savar
q73v,Uttara Tehari Ghar,Biryani,Dhaka
q7cx,Fried Chicken Feni,Bangladeshi,Feni
q7lo,Barishal King Restaurant,NA,Barisal
q7un,Tehari Ghar,Bangladeshi,Dhaka
q86v,Foodies Goodies,SNAcks,Rangpur
q8jt,Indian Kitchen,Indian,Dhaka
q8st,Ananna Foods,Bangladeshi,Dhaka
q8x0,Kkfc,Fast Food,Dhaka
q8y6,Rabeya'S Kitchen,Bangladeshi,Sirajganj
q90g,Taste Trends,Fast Food,Chittagong
q91c,Dallas Express,Fast Food,Dhaka
q99y,Ghoroa Swaad,Bangladeshi,Dhaka
q9go,Janu Live Bakery And Food,Bangladeshi,Dhaka
q9ha,Dhanshiri Restaurant,Bangladeshi,Mymensingh
q9lf,Juicy N Smoothie,Beverage,Dhaka
q9nd,Al,Bangladeshi,Cox'S Bazar
q9wv,Haji Kacchi Ghor,Biryani,Barisal
qa0z,Ma Babar Dua Hotel,SNAcks,Khulna
qa1a,Moon Bowls,Fast Food,Dhaka
qa1f,Maple,Pizza,Dhaka
qa2b,Sliced,Asian,Chittagong
qav0,Waffle Burst,Dessert,Chittagong
qayl,Fast & Pizza,Pizza,Dhaka
qb0z,Chatga Flavors,Bangladeshi,Dhaka
qbl9,Family Food Court,Fast Food,Dhaka
qbps,Sufi House,Bangladeshi,Dhaka
qcl4,Chetos,Fast Food,Tangail
qclz,Tahiya'S Kitchen,Bangladeshi,Dhaka
qcrl,Lahori Kabab,Kebab,Dhaka
qcs5,Tani'S Bakery (Pandago),Bangladeshi,Gazipur
qd07,New Kebab Express,Kebab,Dhaka
qd2c,Piccolo Posto,Pizza,Dhaka
qdfc,Silver Spoon,SNAcks,Dhaka
qdny,Krunch Bari,SNAcks,Chittagong
qdp0,Skytop Lounge & Cafe,Chinese,Dhaka
qdpj,Kacchi Samrat,Rice Dishes,Chittagong
qdx7,Azure Cuisine,Kebab,Dhaka
qe3h,Food Domina,Bangladeshi,Mymensingh
qe4d,Kabab House,Kebab,Gazipur
qeus,New Hazi Biryani House,Biryani,Gopalganj
qezu,Sweetart,Cakes,Dhaka
qf6q,Kacchi Bhai,Biryani,Chittagong
qf8y,Aturaa,Pizza,Chittagong
qf9l,Popyscookie,Bangladeshi,Dhaka
qfcl,Mithai Satrasta Moor Khulna,Dessert,Khulna
qfhi,Wrapistan,Wraps,Dhaka
qfix,Bongio Bhorta Ghor,Bangladeshi,Dhaka
qfkr,Pan Pizza,Fast Food,Dhaka
qfrr,Sajid Kitchen,Bangladeshi,Dhaka
qg0p,Home Flavor,Bangladeshi,Dhaka
qgd7,Snackbox,Fast Food,Dhaka
qglh,Bhaggokul Mishti & Bakery,Dessert,Dhaka
qgmi,Sultan'S Dine,Biryani,Chittagong
qgnv,Monjur'S Taste Of Tradition,Bangladeshi,Chittagong
qgvf,Cafe Twenty Four,Fast Food,Dhaka
qh2n,Tongsa Cafe,SNAcks,Chittagong
qhll,Sora Cafe & Restaurant,Chinese,Dhaka
qhw9,Jessore Chotpoti,Chotpoti & Fuchka,Dhaka
qhxq,Hazi Nanna Biriyani House,Biryani,Rajshahi
qi2u,Pasta Huts,Pasta,Dhaka
qi74,Lisboa Bakehouse And Cafe,NA,Chittagong
qi9h,Treat Me,Fast Food,Rangpur
qikg,Tasty Treat,Dessert,Naogaon
qiq7,Shawarma Ghor,Fast Food,Khulna
qjdf,Cp Five Star,Chicken,Faridpur
qjej,Sweet Chili Kitchen,SNAcks,Dhaka
qjga,Bhorta'R Mela,Bangladeshi,Dhaka
qjnh,Fardousi Kitchen,Bangladeshi,Gazipur
qjq7,Domino'S Pizza,Pizza,Dhaka
qjql,Mizan'S,Bangladeshi,Rajshahi
qjs0,Frost Cup,SNAcks,Chittagong
qjum,Maimuna Chotpoti & Fuchka,Chotpoti & Fuchka,Dhaka
qjxd,Orange Cafe,Cafe,Dhaka
qk5h,Cheesy Slice,Fast Food,Dhaka
qk62,Shawarma Lovers,Shawarma,Dhaka
qk6m,Khasab Cafe & Restaurant,Cafe,Bogra
qk99,Nipa'S Kitchen,Bangladeshi,Dhaka
qk9z,Mithai,Dessert,Feni
qkks,Kora Fry,Fast Food,Dhaka
qkn0,L'Apostrophe,Beverage,Dhaka
qkre,Mrittika'S Kitchen,Bangladeshi,Dhaka
ql01,German Deli,SNAcks,Dhaka
ql2v,Alif Burger Delicious,Burgers,Dhaka
ql4m,Food Palace,Fast Food,Naogaon
qlcr,Flavor Junction Restaurant & Rooftop Cafe,SNAcks,Dhaka
qljk,South Indian Spicy Chicken,Indian,Dhaka
qllz,Hot Food Gallery,Rice Dishes,Dhaka
qlq5,Badda Momos House,Dumpling,Dhaka
qlqe,Guardian Bazar,Bangladeshi,Bogra
qlsx,Joy Guru Mistanno Bhandar,Dessert,Mymensingh
qlu0,Dhaka Nanna Biryani House,Biryani,Rangpur
qluj,Twelve30 Cafe,SNAcks,Dhaka
qm4b,Bismillah Live Pizza,Pizza,Dhaka
qm4u,Burger Adda,Burgers,Dhaka
qm9u,Mughal Cuisine,Chinese,Kushtia
qmef,Rannaghor,Rice Dishes,Dhaka
qmik,Tehari Ghar+ (Uttara),Tehari,Dhaka
qmuh,Momoswiggy,Dumpling,Dhaka
qmx7,Pizzaland,Pizza,Khulna
qmyv,Friolento Restaurant & Cafe,Chinese,Chittagong
qn1z,Ruchi Bilash,Bangladeshi,Comilla
qn9q,Street Chinese,Fast Food,Khulna
qncd,Flavour Hut,Rice Dishes,Dhaka
qnyw,Cholokeeni Dot Com,Bangladeshi,Dhaka
qo0l,Ma Babar Dua One Star Hotel,Bangladeshi,Dhaka
qo3m,Beauty Kitchen,Curry,Dhaka
qoil,Food Land,SNAcks,Dhaka
qorn,Kacchi Bhai,Rice Dishes,Savar
qotc,Mom'S Kitchen,Bangladeshi,Sylhet
qouk,Pizza Theory,Pizza,Dhaka
qp2q,Tripti Hotel And Biryani House,Bangladeshi,Pabna
qp3e,Roadside Kitchen,SNAcks,Dhaka
qpho,Sweet & Seasoning,Dessert,Dhaka
qpq4,Pizz & Burg,Pizza,Rangpur
qpt6,Wow Momo Foods (Dhanmondi),Dumpling,Dhaka
qpxy,"Juice Ghor, Fast Food & Cake Shop",SNAcks,Narsingdi
qqgi,Habit Lounge,Fast Food,Dhaka
qqrl,Biriyani Express,Bangladeshi,Dhaka
qqxn,The Little Cafe,Fast Food,Dhaka
qqzl,Burger Delight,Burgers,Tangail
qr9j,Laziz Momo & Fast Food,Dumpling,Dhaka
qrac,Sizzlin' Steak,Rice Dishes,Dhaka
qrfv,Nanna Biryani House,Biryani,Chittagong
qrp8,Daffu'S Kitchen,Bangladeshi,Dhaka
qrqt,Nm Quick Eats,Fast Food,Dhaka
qrrv,Momo Wala,Dumpling,Khulna
qs0j,Indian Fried Chicken,Indian,Dhaka
qs0w,Cityfood,Bangladeshi,Chittagong
qs28,Sky Dine,Chinese,Sylhet
qsmr,Memories Restaurant & Cafe,Cafe,Rangpur
qsnx,Burger Station,SNAcks,Dhaka
qst5,Pizza Land,Pizza,Dhaka
qsug,Foodie Stage,Chinese,Dhaka
qsv6,Diba Kitchen,Bangladeshi,Chittagong
qt4l,Cafe Neel,SNAcks,Dhaka
qt4t,Food Safari,SNAcks,Dhaka
qt5x,New Jhawbon Restaurant,Bangladeshi,Tangail
qtb9,Aysha'S Kitchen,Bangladeshi,Dhaka
qtbd,House Of Polao,Rice Dishes,Dhaka
qtbx,Pizza Live Station,Pizza,Comilla
qtek,Miss Fried,SNAcks,Dhaka
qtk2,Chitainge Restora,Rice Dishes,Chittagong
qtkw,F.B.A Ice Cream Parlor & Snacks Bar,SNAcks,Dinajpur
qtl9,Rami'S Kitchen,SNAcks,Dhaka
qtqn,Yankee Burgers,Burgers,Dhaka
qtvs,Mithai,Dessert,Barisal
qu1u,Cake Storys,Bakery,Dhaka
qubz,Ammu'S Kitchen,Bangladeshi,Chittagong
quc0,Cozy Food,Korean,Dhaka
qukh,Red Dough,SNAcks,Dhaka
qulv,D Juice,Juice Corner,Dhaka
quzt,Dekchi,Rice Dishes,Dhaka
qv17,Beauty Lassi & Faluda,Beverage,Dhaka
qv3e,Farzana'S Kitchen & Sweets,Dessert,Rangpur
qv4l,Lahori,Rice Dishes,Chittagong
qva7,Chickfix,Fast Food,Dhaka
qvc1,Mr. Burger Zone,Burgers,Dhaka
qvcj,Biryani House,Biryani,Khulna
qvcw,Yumm,Fast Food,Chittagong
qvfg,Candle Light Restaurant,SNAcks,Bogra
qvj7,Cook & Chef,Fast Food,Dhaka
qvv9,Al Kareem Restaurant,Bangladeshi,Dhaka
qw4h,Utopia Cafe,Fast Food,Dhaka
qw5z,Rora Food,Dessert,Dhaka
qw6x,Hello Foodie Heart,Fast Food,Dhaka
qw8e,Couch Potato,Bangladeshi,Dhaka
qwdj,Food Master,Rice Dishes,Dhaka
qwiq,Mohammadia Biryani,Biryani,Dhaka
qwjx,Bhat Bhorta Ghor,Bangladeshi,Dhaka
qwm6,Mouri Restaurant,Kebab,Dhaka
qwpo,Raj Bhorta Bhaji Ghor,Bangladeshi,Dhaka
qx0r,Chap Shamlao,Kebab,Dhaka
qx0w,Pizzarella,Pizza,Dhaka
qx1k,NawabS Treat,Bangladeshi,Dhaka
qxr5,Italiano By Espresso Lounge,Pizza,Dhaka
qxre,Bakers Point,Fast Food,Dhaka
qxzc,Dhaka Biryani House,Biryani,Jamalpur
qy03,Dosa Lover'S,Fast Food,Dhaka
qyaf,Ayas Chotpoti & Fuchka Club,Chotpoti & Fuchka,Cox'S Bazar
qycp,House Of Basmoti,Rice Dishes,Dhaka
qye8,Famous Chinese Restaurant & Fastfood,Rice Dishes,Dhaka
qyse,Bagha Biryani House,Biryani,Dhaka
qytt,Snacc,Fast Food,Dhaka
qyur,Shamoly Hotel & Restaurant,Bangladeshi,Bogra
qyvr,Sadia Restaurant & Arabian Food,Curry,Dhaka
qyxt,Pizza Live,Pizza,Dhaka
qz1j,S.A Kitchen,Healthy,Comilla
qz8u,Al,Curry,Comilla
qzbq,Curry & Chill,Bangladeshi,Dhaka
qzbr,Pakhi'S Kitchen,Bangladeshi,Dhaka
qzj0,Tabasum'S Kitchen,Bangladeshi,Dhaka
qznc,Food Truck Bbq & Grill,Kebab,Dhaka
qzrt,Meherbaan Restora,Curry,Kushtia
qzue,Jago Manush,Bangladeshi,Dhaka
qzur,Mama Chotpoti House,Chotpoti & Fuchka,Dhaka
qzyk,Shruti'S Kitchen,Curry,Jessore
r01r,Nile Bistro,Rice Dishes,Dhaka
r060,Aliza'S Food Gallery,SNAcks,Dhaka
r0aj,Bite Station,SNAcks,Dhaka
r0ca,Bismillah Khabar Home Delivery,Bangladeshi,Dhaka
r0e1,Atik Hotel And Restaurant,Bangladeshi,Dhaka
r0e9,Khan'S Kitchen,Bangladeshi,Dhaka
r0fl,Dal Bhaat Restaurant,Bangladeshi,Chittagong
r13a,Sakib Food Corner,Beverage,Dhaka
r1gh,Hari Bari,Bangladeshi,Dhaka
r1j8,Lily Park Thai Chinese Restaurant & Party Center,Chinese,Dhaka
r1ki,Treat.Ko,Beverage,Dhaka
r1ur,New Nanna Birayni House,Rice Dishes,Dhaka
r20u,Marjan Chotpoti & Fuchka,Chotpoti & Fuchka,Sylhet
r2eh,The Dhaka Safari,Fast Food,Dhaka
r2ew,Mithai,Dessert,Savar
r2hb,Murgi Jhuri,Fast Food,Dhaka
r2tz,The Pizza Express,Fast Food,Dhaka
r34i,Milk Kitchen,Bangladeshi,Dhaka
r37w,Paragon Momo Shwapno South Centre,Dumpling,Khulna
r3jx,Rokomari Kitchen,Bangladeshi,Gazipur
r3lo,Nimmi'S Heshel,Fast Food,Dhaka
r3mf,Green Park Restaurant,Fast Food,Mymensingh
r3sf,Dada'S Duck,Curry,Dhaka
r3ux,Nusaiba Kitchen,Bangladeshi,Dhaka
r40n,RubaS Kitchen,Bangladeshi,Dhaka
r41u,Sandra Bakery & Restaurant,Cakes,Dhaka
r45l,Butter Jar House,Dessert,Dhaka
r4a5,Arabika Coffee,Cafe,Dhaka
r4bq,Abc Food Corner,Healthy,Narsingdi
r4cc,Haji Kacchi Ghor,Biryani,Cox'S Bazar
r4cy,Cafe Al Hera,Fast Food,Dhaka
r4gy,Open Kitchen,Rice Dishes,Dhaka
r4he,Mithai,Dessert,Dhaka
r4i3,Grand Bistro,Fast Food,Dhaka
r4pu,Bismillah Chinese Restaurant,SNAcks,Satkhira
r4qy,Haji Kacchi Ghor,Biryani,Chittagong
r4wf,Fi Momo'S Point,Dumpling,Dhaka
r54u,Rima Kitchen,Bangladeshi,Chittagong
r57a,Momo House,Fast Food,Mymensingh
r58c,Hello Bashundhara,Fast Food,Dhaka
r5ht,Platinum Park,SNAcks,Dhaka
r5kg,Kauban,Fast Food,Dhaka
r5kz,Dhanshiri Restora,Rice Dishes,Khulna
r5ww,Shei Shaad,Fast Food,Dhaka
r60c,Rustic Eatery,Fast Food,Dhaka
r67e,Sorna'S Kitchen,Bangladeshi,Rajshahi
r6fk,Haji Biryani House,Biryani,Chittagong
r6fq,Fry & Feast,Fast Food,Dhaka
r6ly,Cocoamithe,Dessert,Barisal
r6sb,Taste & Go,Fast Food,Dinajpur
r6wa,Snackiez,Bangladeshi,Dhaka
r6wx,Bhatiali Food Village,Bangladeshi,Gazipur
r721,Rannaghar,Rice Dishes,Gazipur
r78c,Pizza Dada,Pizza,Dhaka
r7h7,Chicken Street,SNAcks,Dhaka
r7hf,Pizza Heist,Pizza,Dhaka
r7mp,Shamshad Hotel,Bangladeshi,Rangpur
r8jh,Hungry Rooster,Fried Chicken,Dhaka
r8vx,Heisenburg,Burgers,Dhaka
r918,Biriyani Kingdom,Biryani,Dhaka
r96n,Bella Pizzeria,SNAcks,Dhaka
r9e2,Nargis'S Kitchen,Bangladeshi,Khulna
r9jq,Atal Food,Bangladeshi,Dhaka
r9nx,Deshojo Khana By Mila,Bangladeshi,Dhaka
r9uo,Dumpling Xpress,Chinese,Dhaka
raaq,Tinytaliyan By Urban Terrace,Pizza,Chittagong
raf6,Friend Food Live Bakery,Bakery,Dhaka
rafj,Chicken Run,Fried Chicken,Dhaka
rafx,Tai Wah Chinese Restaurant,Chinese,Chittagong
rarf,Home Made Foods Jashore,Bangladeshi,Jessore
raue,Waffle Taffle,Dessert,Barisal
rb0g,Biryani House,Rice Dishes,Chittagong
rb0l,Laziz Juice Corner,Juice Corner,Dhaka
rb5s,Subero,Fast Food,Chittagong
rbdg,Kitchen Krush,Fast Food,Chittagong
rbe3,Cafenity,Cafe,Khulna
rbim,Pizza Italia,Pizza,Sylhet
rbiy,Cafe Tawa,Bangladeshi,Dhaka
rbw7,Sadia'S Kitchen,Bangladeshi,Dhaka
rchh,Dhaka Burger & Tehari House,SNAcks,Dhaka
rcir,NitiS Tasty Food,Rice Dishes,Dhaka
rcnn,Flavor Barn,Fast Food,Dhaka
rcqz,Bird'S Cafe & Restaurant,Fast Food,Dhaka
rcsh,Shader Adda Biryani House,Biryani,Dhaka
rd60,Sheuly'S Kitchen,Bangladeshi,Rajshahi
rd7q,Momo'S,Dumpling,Dhaka
rdat,Pizzeria,Pizza,Dhaka
rde0,Lazeez Restaurant,SNAcks,Dinajpur
rdl4,Premium Cup,Beverage,Chittagong
rdwe,Misty Mukh,Sweets,Rangpur
rdz6,Akboria Sweets,Dessert,Rangpur
re2u,Cafe Twisted Burg Mirpur,Fast Food,Dhaka
reaq,Cool Hill Cafe,Juice Corner,Dhaka
redk,So Juicy Chef'S Table Gulshan,Juice Corner,Dhaka
reip,Frytry,SNAcks,Dhaka
rejc,Silver Spoon,Chinese,Chittagong
reps,Tani'S Live Kitchen,Fast Food,Dhaka
revy,Lala Vibe,SNAcks,Savar
rewd,Twenty Pizza House,Italian,Dhaka
rf1u,Hafsa Ranna Ghor,Bangladeshi,Dhaka
rf4f,Yakuza,Fast Food,Dhaka
rf6k,Pizzeria,Pizza,Chittagong
rfaa,Thai Bistro,Thai,Dhaka
rfbm,Dhaka Hotel & Restaurant,Bangladeshi,Savar
rfgh,Naga Fuchka,Chotpoti & Fuchka,Dhaka
rfwi,Sherbet Lemon,Beverage,Dhaka
rfww,Wing Hive,Chicken,Dhaka
rg5w,Mama Special Chotpoti & Fuchka,SNAcks,Dhaka
rgmd,Bakery Bits,SNAcks,Dhaka
rgwx,Restro 99,Fast Food,Sirajganj
rgz2,Nadia Kebab House,Bangladeshi,Feni
rh5f,Koyla,Fast Food,Kishoreganj
rhch,Atal Food & Sweets,Sweets,Dhaka
rhgb,Dhaka Kacchi Bhai,Biryani,Dhaka
rhmt,Taste Haven,Bangladeshi,Dhaka
rhs5,Zocalo,Asian,Chittagong
ri5q,Pizza Lime,Fast Food,Dhaka
rich,Dhaka Metro,Bangladeshi,Dhaka
rid0,5 Min'S Kitchen,Fast Food,Dhaka
rigr,Fuoco,Fast Food,Dhaka
rip2,Kimchi,SNAcks,Dhaka
rit0,The Flavors Lab,Bangladeshi,Khulna
rix4,Bongovoj,Bangladeshi,Rajshahi
rj8d,Muslim Biriyani,Biryani,Chittagong
rjbp,Homemade Goodness,Fast Food,Dhaka
rjcz,Albayt Bd,Bangladeshi,Chittagong
rjde,Cafe Dugout,Fast Food,Dhaka
rjld,Moon'S Food,Bangladeshi,Dhaka
rjpm,Mafiya'S Kitchen,Dessert,Jessore
rjzh,Burger Club,Burgers,Dhaka
rk19,Al,Bangladeshi,Dhaka
rkmq,Dhaba Masala Restaurant,Rice Dishes,Sylhet
rkq8,Ladhidh,Biryani,Chittagong
rldu,Meze,Kebab,Dhaka
rlgt,Raiment 365,Bangladeshi,Chittagong
rm1o,Nahida Kitchen,Bangladeshi,Comilla
rm1w,Masala Man,Fast Food,Dhaka
rm4b,Abar Khabo,Bangladeshi,Dhaka
rm8z,Jomidari Kacchi,Rice Dishes,Chittagong
rmgn,Meat Church,Rice Dishes,Dhaka
rmkf,Panda Kitchen Banani,Bangladeshi,Dhaka
rmma,New Cafe Panshi Hotel & Restaurant,Bangladeshi,Brahmanbaria
rncn,Yummy Delights,Fast Food,Dhaka
rnfd,Pizza Park,Burgers,Dhaka
rnkk,Bismillah Ranna Ghor,Bangladeshi,Dhaka
rnoz,Khichuri Ghor 2.0,Khichuri,Dhaka
rnq4,Akboria Chuijhal,Rice Dishes,Bogra
rnre,LimuS Rondhon Ghor,Bangladeshi,Dhaka
roim,Crisp,Fast Food,Sylhet
rona,Emoji Food,SNAcks,Khulna
roqc,The Cloudy Chef,Fast Food,Chittagong
ror8,Khudha Killer,SNAcks,Dinajpur
rpj3,Shasurir Hater Ranna,Bangladeshi,Dhaka
rpvt,Rajoni Hotel & Restaurant,Bangladeshi,Dhaka
rpzo,Juice N' Blues,Juice Corner,Dhaka
rq0g,Dumpleng Zone,Fast Food,Dhaka
rq9i,Oven Cave,Pizza,Dhaka
rqcg,Kiva Han Coffee (Sylhet),Beverage,Sylhet
rqd3,Anirban Taste & Tradition Restaurant,Bangladeshi,Dhaka
rqek,New Moslem Kabab And Restaurant,Bangladeshi,Dhaka
rqr7,Romana'S Kitchen,Rice Dishes,Dhaka
rqx7,Cielo Rooftop,Chicken,Dhaka
rr9g,Food Lover'S Cafe,SNAcks,Dhaka
rrhl,The One Restaurant,Rice Dishes,Dhaka
rru1,Bhalogari Cafe,SNAcks,Dhaka
rru6,The Raintree Dhaka,SNAcks,Dhaka
rrxj,Umami,Curry,Dhaka
rs5b,Live Pizza Express,Pizza,Khulna
rs8k,Sun Up Farjana'S,Rice Dishes,Chittagong
rsc5,Al Bayt Kabab & Pizza,Kebab,Dhaka
rsen,Kabab Nation,Kebab,Dhaka
rsi3,Nipu'S Kitchen,Bangladeshi,Dhaka
rsj0,Korn Dogg,Fast Food,Dhaka
rsk9,Yankee Burgers,Burgers,Dhaka
rslf,JubaidaS Kitchen,SNAcks,Cox'S Bazar
rsm1,Coco Cafe,Cafe,Dhaka
rsn6,Unique Restaurant & Party Center,Chinese,Dhaka
rsoa,Haji Kacchi Ghor,Biryani,Chittagong
rt3w,Ghorer Khabar,Rice Dishes,Khulna
rte7,Eleven Foods,Curry,Dhaka
rtlh,Niharain,Curry,Kushtia
rtu0,Pinwheel,Fast Food,Dhaka
rtxb,Dhaka Bites,Fast Food,Dhaka
ru80,Masum Chotpotti Fuska And Juice Bar,Juice Corner,Dhaka
ruhc,Ebong Cha,SNAcks,Dhaka
ruo2,Nafs Cafe,Fast Food,Dhaka
rupq,Arabella Kabab House,Kebab,Barisal
rux4,Spicy Warrior,Fast Food,Dhaka
ruy2,Test Account Vd,Cafe,Chittagong
rveh,Abesh Hotel & Biryani House,Rice Dishes,Dhaka
rves,Rony Fast Food,SNAcks,Jamalpur
rvff,Nilachal Kitchen,Bangladeshi,Dhaka
rvfg,Rini'S Kitchen,SNAcks,Dhaka
rvow,Traditional Hazi Biryani,Rice Dishes,Dhaka
rvxh,Muslim Sweets And Bakery,Sweets,Dhaka
rw3q,Delicious Morsel,Fast Food,Dhaka
rwgg,City Restaurant,Bangladeshi,Dhaka
rwh5,Taste Me,Bangladeshi,Dhaka
rwhi,Burger Heaven & Contibites,Burgers,Chittagong
rwic,Polli Roshona,Bangladeshi,Dhaka
rwpe,Chui Jhal Home Kitchen,Bangladeshi,Dhaka
rwuq,Jannat'S Kitchen House,Fast Food,Dhaka
rwve,Royal Arabia,Kebab,Dhaka
rx1u,Homemade Food Mela,Burgers,Dhaka
rx21,Renaissance Dhaka Gulshan Hotel,NA,Dhaka
rx3h,Cafe Gen,Cafe,Dhaka
rxtq,Iftarwala,NA,Dhaka
rxw5,Pure Parsley,Asian,Dhaka
ry2n,Atopor Fast Food,Fast Food,Barisal
ry3h,Appayan Hotel & Restaurant,Bangladeshi,Dhaka
rybc,Hotel Bay Marina & Restaurant,Bangladeshi,Cox'S Bazar
ryzj,Mehzin'S Foodie,SNAcks,Dhaka
rz5j,Homemade Goodness,Bangladeshi,Dhaka
rz7l,Showdagor Corporation,NA,Khulna
rzdj,Relish Haven,Fast Food,Dhaka
rzfr,Mama Chotpoti House,Chotpoti & Fuchka,Dhaka
rzst,Rooftop Soi3,Asian,Dhaka
rzv1,Food & Fun Pastry Shop,Fast Food,Gazipur
rzx7,Kravious,Fast Food,Dhaka
s015,Six Season Chinese Restaurant,Chicken,Dhaka
s0ar,Rice & Spice Restaurant,SNAcks,Sylhet
s0bd,Bengal Blue Berry Restaurant,Asian,Dhaka
s0br,Royal Kitchen,Chinese,Sylhet
s0ci,Verte,Fast Food,Dhaka
s0cn,Burgerology,Burgers,Dhaka
s0cs,Nanking Chinese Restaurant,Chinese,Rajshahi
s0el,Dosa Hut,Bangladeshi,Dhaka
s0fd,Kavan,Chinese,Dhaka
s0gi,Shaw'S Steakhouse,Steak,Dhaka
s0gn,Presley The Bakers,Cakes,Dhaka
s0hf,Wok & Fire,Asian,Dhaka
s0hh,Gloria Jean'S Coffee,Cafe,Dhaka
s0hi,Cha Bazi,Fast Food,Dhaka
s0hs,Madchef,Fast Food,Dhaka
s0i2,Mithai,Dessert,Khulna
s0ii,Glazed,Dessert,Dhaka
s0iy,Papa Chino'S,SNAcks,Dhaka
s0ja,Coffee Booth,SNAcks,Dhaka
s0jw,Sub Hub,Fast Food,Dhaka
s0lz,Spicy Fast Food & Restaurant,Fast Food,Dhaka
s0md,Tour De Cyclist,Burgers,Dhaka
s0mi,Chows,Chinese,Dhaka
s0ni,New Cathay,Asian,Dhaka
s0nx,Kousturi Kitchen,Bangladeshi,Dhaka
s0oo,Dos Locos Mexican Grill,Mexican,Dhaka
s0pl,Uthan Cafe And Restaurant,Rice Dishes,Dhaka
s0po,Saffron Restaurant,Indian,Chittagong
s0pu,Food Heaven,Fast Food,Chittagong
s0qe,New Mughal Masala,Curry,Sylhet
s0qu,Big Bite,Fast Food,Sylhet
s0rp,Kfc Chittagong,Fried Chicken,Chittagong
s0sd,Uzzal Fastfood Chotpoti & Fuchka,Fast Food,Dhaka
s0sg,Al Kaderia Express,Fast Food,Dhaka
s0su,The Manhattan Fish Market Bangladesh,Seafood,Dhaka
s0ta,Cremo Coffee,Beverage,Sylhet
s0tz,Degchi Bari,Rice Dishes,Chittagong
s0w3,Soulful Bites,SNAcks,Dhaka
s0wg,Tastebud Banani,Dessert,Dhaka
s0wh,Preetom,Burgers,Dhaka
s0wm,Comilla Chotpoti,Bangladeshi,Dhaka
s0wz,Kutum Bari Restora,Pizza,Dhaka
s0yk,Hello Tea Coffee,SNAcks,Dhaka
s0yl,Chill Out Mirpur,Burgers,Dhaka
s0ym,Khana Ghat,Fast Food,Chittagong
s12s,The Frozen Spot,SNAcks,Chittagong
s13a,Hater Choya Restaurant,Bangladeshi,Dhaka
s1a6,Wasabi,Dumpling,Dhaka
s1an,Pasta Club Lalbagh,Pasta,Dhaka
s3wh,Crush Station,Fast Food,Dhaka
s1aq,Coffeelicious Coffee,Beverage,Dhaka
s1cq,Lucknow,Indian,Dhaka
s1eu,Lean Nation Eats,Rice Dishes,Dhaka
s1f3,Burger Zone,Burgers,Faridpur
s1fg,Adi Mohanlal,Dessert,Sylhet
s1fu,Tokyo Express,Japanese,Dhaka
s1h0,Pizza Box,SNAcks,Dhaka
s1hd,Woondaal King Kebab,Kebab,Sylhet
s1jn,Burger Vibes,Burgers,Dhaka
s1kl,Cheez & Beans,Fast Food,Dhaka
s1mt,Flavours Castle,Fast Food,Sylhet
s1nh,Shakil Hostel Canteen,Bangladeshi,Rajshahi
s1ns,Food Chemistry,Fast Food,Dhaka
s1og,Pizza House,Pizza,Dhaka
s1or,Shajalal Snacks,Fast Food,Dhaka
s1pv,Sip N Go,Burgers,Dhaka
s1pw,Thai Emerald,Chinese,Dhaka
s1qf,Cafe Glutton,Fast Food,Dhaka
s1r0,Sushi Oki By Pizza Guy,Sushi,Dhaka
s1r2,Kacchi Dine,Biryani,Cox'S Bazar
s1rv,Takeaway,Burgers,Dhaka
s1rx,Shawarma King,Shawarma,Dhaka
s1ud,The White Canary Cafe,Dessert,Dhaka
s1uy,Shawarma House,Shawarma,Dhaka
s1vi,Kfc Cox'S Bazar,Fried Chicken,Cox'S Bazar
s1vj,Gusto,Fast Food,Dhaka
s1vn,Chaader Pahar,Chinese,Dhaka
s1wi,Autograph Live Music Cafe,Rice Dishes,Dhaka
s1wt,Sufi House,Bangladeshi,Dhaka
s1xg,Sumo Sushi,Sushi,Dhaka
s1zo,Banolata Food Palace(Party Center),Chinese,Dhaka
s1zz,Noor Biryani House,Biryani,Dhaka
s213,Vintage Cafe,Juice Corner,Dhaka
s2ai,Grand Shikdar Restaurant,Bangladeshi,Chittagong
s2an,Deck 13,Seafood,Dhaka
s2aq,Adi Mohanlal,Dessert,Sylhet
s2av,Star Box,SNAcks,Savar
s2ay,Kutumbobari Restora,Bangladeshi,Chittagong
s2bc,Coffee House,Cafe,Dhaka
s2cm,Cricket Ground Cafe,Fast Food,Dhaka
s2co,Bistro Central,SNAcks,Dhaka
s2de,Mostakim Varieties Kabab And Soup,Kebab,Dhaka
s2dj,Dhaba Dhanmondi,Indian,Dhaka
s2fe,Shangri,Chinese,Chittagong
s2fp,Mamunare Restaurant,Biryani,Chittagong
s2gj,Kaca Lonka Restora,Bangladeshi,Khulna
s2gm,China Bistro,Chinese,Dhaka
s2gy,Supreme Dine,Bangladeshi,Savar
s2hl,The White Canary Cafe,Cafe,Dhaka
s2iv,Nawab'S Kitchen,Asian,Sylhet
s2iz,Rajshahi Biriyani Ghar,Biryani,Rajshahi
s2jc,Doli'S Momo,SNAcks,Khulna
s2je,Shawarma House,Shawarma,Dhaka
s2ji,Adda Khana,Chotpoti & Fuchka,Chittagong
s2jz,Arabian Nights,SNAcks,Dhaka
